Column1,frequency,Combo,result
2650,1,compile appropriate,
6882,1,completeness have,
5449,1,completeness reconstructability,
372,1,comprehensible reports,
2747,1,comprehension technical,
6589,1,compromising design,
5747,1,computerization issues,2
5305,1,computing adoption,
2957,1,computing by,
5306,1,computing customer,1
6132,1,computing ecosystem,1
782,1,computing environment,1
4625,1,computing industry,1
4626,1,computing invisible,
3919,1,computing platform,1
3918,1,computing services,1
4648,1,computing skills,1
3939,1,computing solutions,1
3920,1,computing technologies,1
3800,1,conceptual but,
1935,1,conceptual thinker,1
4944,3,conceptual thinking,1
4699,2,concise analyzes,1
3173,2,concise motivation,1
6167,3,concrete actions,
6632,1,concrete asphalt,
1035,3,concrete career,
6414,1,concrete construction,1
5036,1,concrete contribution,
6688,1,concrete formwork,
5119,1,concrete goals,2
3797,1,concrete good,
690,1,concrete improvement,2
6366,1,concrete marketing,1
3069,2,concrete measures,1
7257,3,concrete mixer,1
7255,6,concrete mixers,1
7256,3,concrete mortar,
6633,1,concrete paths,
3631,1,concrete plan,2
7242,3,concrete plans,2
6166,1,concrete policy,2
1657,2,concrete product,
4424,1,concrete result,
5228,1,concrete specifications,
5030,1,concrete steel,1
1172,1,concrete technical,
6086,1,concrete terms,
4475,1,conducting admission,1
5217,1,conducting advisory,1
2559,1,conducting audits,1
5304,1,conducting aws,
1650,1,conducting budget,1
6490,1,conducting client,
1383,2,conducting conversations,1
4209,1,conducting foam,2
3403,2,conducting intake,1
6827,1,conducting intakes,1
2119,1,conducting network,2
5881,1,conducting release,
4939,3,conducting research,1
5016,1,conducting reviews,1
4017,3,conducting tests,1
1384,1,conducting various,1
5303,1,conducting well,1
1420,1,confidence because,
5917,1,confidence every,
6784,1,confidence social,
6129,1,confidence storyteller,1
6785,1,confidence that,2
917,1,confident people,1
7214,3,confident yet,
6968,2,confidential according,
4109,1,confidential counselors,
6614,1,confidential information,
7224,3,confidentially turn,
5401,1,connector living,
3147,1,connector nice,
2675,1,connector then,
4480,1,connector when,
7349,3,connector working,
4757,1,conscience within,
3621,1,conscious choice,
2992,3,conscious execution,
5461,1,conscious work,
6340,1,consignment calls,
4087,1,consignment service,
2935,13,consignment services,
4491,1,consignment shift,
6339,1,consignment surcharge,
4657,1,consistency across,
4361,1,consistent delivery,
4652,3,consistent digital,
1756,1,consistent manner,1
5511,1,consistent training,1
1622,1,consistent work,1
4370,1,consistently against,2
6532,1,consistently delivering,1
3923,1,consistently exceeds,
2566,1,consistently increasing,
3802,1,consolidate complete,
3801,1,consolidate figures,
2049,2,consult while,
476,2,consultant 2,
3675,1,consultant about,2
6122,2,consultant architect,1
682,2,consultant at,2
4233,1,consultant because,
321,2,consultant data,2
1303,1,consultant do,
4731,2,consultant exact,
4234,1,consultant full,
2039,2,consultant grc,
549,2,consultant i,
366,1,consultant into,
550,1,consultant main,
1302,1,consultant might,
7360,2,consultant setting,
4132,1,consultant solution,1
4131,1,consultant solutions,
1576,1,consultant support,1
3494,2,consultant will,
6551,1,consultative engagements,
2627,1,consultative enterprise,
4628,1,consultative fashion,1
4850,2,consultative sales,1
2626,3,consultative selling,1
1006,1,consulting 5,
6528,1,consulting advisory,1
5947,1,consulting architects,1
2051,4,consulting background,
557,1,consulting company,
3507,1,consulting employer,
3503,1,consulting engagements,2
3290,2,consulting experience,1
6147,1,consulting firm,
6526,1,consulting having,
6130,1,consulting practice,
3505,1,consulting services,
6527,1,consulting skills,1
3504,1,consulting strong,2
3506,1,consulting teams,
4624,1,consulting technical,
3560,1,contemplative specialties,
5592,1,contributes full,
2495,1,contributes her,
6170,1,converting ambitions,1
4999,1,converting construction,1
4389,3,converting part,2
2707,1,conveying information,
3073,2,convince colleagues,
6869,1,convince customers,2
3597,2,convince others,2
692,2,convince people,1
7145,1,convince send,
3661,1,convince students,
1725,2,convince through,
5715,1,convincing arguments,
6668,1,convincing choices,
3453,1,convincing communication,1
7449,2,convincing discussion,1
6292,1,convincing presentation,1
6432,2,convincing seo,
4240,1,convincing verbally,
3862,1,conviviality expertise,
4074,2,cook at,2
6851,1,cook every,2
7036,1,cook fancy,2
5196,1,cook independent,
5197,1,cook restaurant,
5207,2,cook ,
7035,1,cooking diploma,1
5204,3,cooking education,1
1765,3,cooking oil,
7460,2,cooking sports,
5205,2,cooking techniques,
4432,1,cooking together,
5195,1,cooking training,
360,1,cooperate while,2
2716,1,cooperating contractor,
2429,3,cooperating dentists,2
6634,1,cooperating developing,
2717,4,cooperating foreman,
5733,1,cooperating municipal,
2089,1,cooperating organizations,
2205,1,cooperating teams,
7185,1,cooperating workshop,
1187,3,cooperation between,2
1188,1,cooperation both,
3627,1,cooperation can,
3171,2,cooperation capacities,
5668,1,cooperation customer,
3094,1,cooperation determine,
3204,1,cooperation do,
6273,1,cooperation essential,
6651,1,cooperation flexibility,
5857,1,cooperation fun,
4102,1,cooperation important,
2135,1,cooperation looks,
449,2,cooperation partner,2
1949,5,cooperation partners,2
5416,1,cooperation quality,
3775,2,cooperation results,
3757,1,cooperation secondary,
3809,4,cooperation these,
7072,1,cooperation through,
5378,2,cooperation within,
7350,3,cooperative connector,
960,2,cooperative corporate,
2718,1,cooperative foreman,
2719,1,cooperative performer,
6341,1,cooperative that,
6406,1,coordination about,
250,2,coordination between,
5346,1,coordination clients,
5398,1,coordination finally,
4505,1,coordination focuses,
4474,1,coordination meetings,
3144,1,coordination thereof,
2773,1,coordinator 40,
4342,2,coordinator 5,
2553,4,coordinator at,2
6044,1,coordinator contract,
1369,1,coordinator curious,
4375,1,coordinator do,
7466,2,coordinator fitness,1
2657,1,coordinator foreman,
4666,1,coordinator freight,
4294,4,coordinator infra,
4295,2,coordinator infrastructure,
6695,1,coordinator it,
1368,1,coordinator junior,
3117,1,coordinator k,
5589,1,coordinator network,
7077,1,coordinator participate,
226,1,coordinator preparation,1
3655,2,coordinator recruitment,1
6045,1,coordinator service,
2774,1,coordinator technical,1
5645,1,coordinator tel,
5609,1,coordinator telephone,1
3116,1,coordinator there,
797,2,coordinator what,
3890,1,coordinator when,
1817,1,coordinator will,
1131,1,coordinator within,2
4811,1,coordinator work,
1868,1,coordinator working,
2554,2,coordinator zeist,
2529,1,cordial atmosphere,
3568,2,cordial personality,
255,5,cordially invite,
3406,1,course …,
6776,1,course 8,
3207,2,course all,
413,5,course always,
2499,3,course at,
2267,3,course be,
7379,2,course because,
4192,1,course caring,
1883,2,course come,
5290,1,course content,
6208,1,course count,
673,1,course cozy,
3866,1,course desirable,
4972,1,course different,
4068,1,course dinner,
99,1,course do,
6715,1,course does,
4558,1,course dpd,
5973,1,course enjoy,
1390,1,course enjoying,
5376,1,course especially,
1353,1,course everything,
3727,1,course excel,
4219,1,course find,
145,1,course free,
5329,2,course from,
4976,1,course fully,
5619,1,course function,
6282,1,course go,
5556,1,course good,
3772,2,course handy,
5854,1,course happen,
837,1,course happy,
156,1,course help,2
4430,1,course i,
1489,5,course if,
3739,2,course interested,
4034,1,course it,
1519,2,course just,
4009,3,course knowledge,2
2062,4,course not,
2831,1,course open,
2258,1,course patient,
5105,1,course plus,
4798,1,course professional,
3167,1,course quality,
1520,5,course receive,
3855,1,course reflect,
83,1,course remain,
5020,1,course see,
4214,1,course sufficient,
6401,1,course that,
2257,2,course there,
6198,1,course they,
5238,2,course thought,
4033,1,course very,
5794,1,course well,
4661,2,course where,
6770,1,course whether,
4405,1,course will,
373,3,course within,
1016,3,course work,
1558,1,creates business,2
1755,1,creates clear,2
5553,1,creates generic,2
3623,1,creates its,
1422,1,creates them,
6575,1,creative about,2
1045,1,creative ambitious,1
6800,1,creative analytical,1
1025,1,creative approach,1
5056,1,creative backgrounds,1
5095,1,creative brainstorm,1
4270,1,creative broadly,
1278,5,creative can,
2368,1,creative candidate,1
4170,1,creative colleagues,
6101,1,creative coloring,
7157,2,creative concept,
6765,2,creative curious,
284,1,creative customer,
3013,1,creative daring,
4877,1,creative disciplined,
6764,2,creative enterprising,
3626,2,creative flexible,
1024,1,creative freedom,
1277,5,creative front,
6100,1,creative hairstylist,
1527,1,creative home,
2386,4,creative ideas,1
7454,2,creative job,
1803,2,creative minded,1
3115,1,creative no,
5706,1,creative persistent,1
7199,3,creative pragmatic,1
6121,1,creative prescriptive,1
4638,2,creative problem,
7281,3,creative project,
5200,2,creative quality,
7232,3,creative scientist,1
3840,1,creative solution,1
7171,1,creative solutions,1
4801,1,creative spirit,1
6095,1,creative spontaneous,1
4639,1,creative suite,
2003,2,creative tech,1
1491,2,creative thinker,1
4427,1,creative ways,
6171,1,creative work,
4531,1,creatively design,
2913,1,creatively result,
1931,2,creativity challenging,
2127,1,creativity customers,
859,2,creativity do,
7081,1,creativity experience,1
1191,1,creativity help,
3237,1,creativity immediately,
7285,3,creativity job,
2887,1,creativity ludens,
5098,1,creativity popping,
3236,1,creativity run,
2233,1,creativity self,
5488,1,creativity will,
5202,2,creativity ,
4364,1,credibility at,
2630,1,credible background,
5272,1,critical applications,
2076,3,critical attitude,
4565,1,critical confrontational,
2007,2,critical deliverables,
3023,1,critical eager,
4982,1,critical eye,
5004,3,critical functions,
2494,1,critical humor,1
4453,1,critical infrastructures,
5301,1,critical issues,
5300,1,critical items,
2436,4,critical look,
7205,3,critical part,
2048,2,critical path,
4462,1,critical player,1
4910,1,critical points,
3164,1,critical positioning,
5062,1,critical professional,
774,2,critical projects,
4695,2,critical questions,
5271,1,critical role,
6524,1,critical that,
5503,1,critical thinking,
6310,1,critical undesired,
5763,1,critical view,
2941,1,cultivation around,
2944,1,cultivation logical,
2942,1,cultivation process,
2940,1,cultivation specialist,
2943,1,cultivation technical,
5063,1,cultural add,
3287,1,cultural awareness,
3082,3,cultural background,
3618,2,cultural backgrounds,
4464,2,cultural differences,
2050,2,cultural diversity,
3436,1,cultural environment,
1174,1,cultural fit,
5345,1,cultural history,
6781,1,cultural membership,
3828,9,cultural outings,
3288,1,cultural sensitivity,
9,2,cultural trips,
1265,4,cultural values,
6,43,curious about,2
2454,1,curious always,
5757,1,curious attitude,1
1974,1,curious aware,
1616,1,curious but,
5368,1,curious eager,2
4113,1,curious enterprising,
2724,4,curious flexible,
6801,1,curious fluent,
2147,1,curious have,
4461,1,curious how,
827,3,curious if,
5035,1,curious motivation,2
3277,1,curious personality,2
2955,2,curious please,
1168,2,curious proactive,1
7116,1,curious read,
5059,1,curious self,
4222,1,curious send,
2924,2,curious then,
6305,1,curious unbossed,
4242,1,curious watch,
1457,4,curious what,
5046,1,customer 360,
5256,1,customer ability,
4735,2,customer about,
6538,1,customer acceptance,
5253,3,customer accounts,
2337,2,customer adoption,
4701,1,customer advisers,
4702,1,customer advisors,
5257,1,customer advocacy,
4853,1,customer after,
5254,1,customer along,
5906,2,customer applications,
383,3,customer approach,
4281,1,customer appropriately,
4428,1,customer asks,
663,3,customer at,
996,1,customer awareness,
4351,1,customer bachelors,
386,17,customer base,
3174,1,customer behavior,2
3330,8,customer business,
7461,2,customer but,
1334,1,customer buy,
3725,2,customer by,
1811,1,customer calling,
918,6,customer can,
5386,1,customer cannot,
6205,1,customer car,
3215,9,customer care,1
380,7,customer centric,1
5481,1,customer challenges,
2677,1,customer checks,
6375,1,customer client,
3373,1,customer collecting,
3327,1,customer come,
1150,3,customer comes,
384,1,customer communications,
38,1,customer concerns,
7050,1,customer connections,
6537,1,customer consultants,
470,15,customer contact,
1149,2,customer contacts,
899,1,customer contracts,
1406,3,customer conversation,
2352,1,customer conversion,
5647,1,customer counter,
3957,1,customer creating,2
6759,2,customer data,1
5149,1,customer day,
3328,3,customer demand,
17,1,customer depending,
1689,1,customer desired,
5905,1,customer developers,
1547,3,customer development,
5815,1,customer directly,
5252,2,customer do,
3805,1,customer does,
